id,occurrences,volumes,source_families,source_note,sample_documents
7780ac0a3de3,1,frus1981-88v41,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P850025–0960. Confidential. Drafted by Glassman and cleared in AID, OES/CP, IO/D, and E.",frus1981-88v41/d288
878af27d620e,1,frus1981-88v13,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P850056–1407. Secret. Drafted by Service; cleared by Smith, B. Willcox (P), and Bosworth. Bosworth initialed the memorandum on behalf of Enders. Service initialed for Smith and Wilcox.",frus1981-88v13/d35
c3514fbd3ded,1,frus1981-88v13,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P850056–1413. Secret. Drafted by D. Sokolosky (PM/P) and Commander M. Austin (PM/RSA); cleared by Clarke and Commander T. Miller (PM/P). Sokolsky initialed for Austin; Clarke initialed for Miller. Copies were sent to Holmes and Enders. In the upper right-hand corner of the first page of the memorandum, Blackwill wrote: “Mr. Secretary—This is quick and dirty. We will continue working the problem. Bob.” A stamped notation on the first page of the memorandum indicates that Haig saw it.",frus1981-88v13/d67
b2f1d13fa593,1,frus1981-88v41,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P850089–2281. Secret. Drafted by Bogosian and LeCocq and cleared in AID/AFR/EA, AF, and H. A stamped notation on the memorandum indicates that Shultz saw it.",frus1981-88v41/d229
ed6fd71a055a,1,frus1981-88v41,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P860110–1619. No classification marking. Drafted by Brandt on July 31; cleared in L/T, L, and L/OES.",frus1981-88v41/d353
75da3d1713ca,1,frus1981-88v41,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P860116–0912. Confidential. Sent through Armacost. Cleared in EUR. A stamped notation on the memorandum indicates that Shultz saw it.",frus1981-88v41/d83
e66940ee5719,1,frus1981-88v41,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P860121–1589. Confidential. Drafted by Schifter and cleared by Simons and Schmidt. A stamped notation on the memorandum indicates that Shultz saw it.",frus1981-88v41/d85
fdfcd0e3e0a1,1,frus1981-88v41,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P8700056–1812. Confidential. Drafted by Galatz and VanOudenaren and cleared by Schifter on January 6, 1987.",frus1981-88v41/d87
f541d2470046,1,frus1981-88v41,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P870040–1908. Secret. Copies were sent to Ridgway, Solomon, Derwinski, Kampelman, and Abramowitz. In the upper right-hand margin, Shultz wrote: “Dick—An excellent and helpful analysis. We need to identify all the operational handlers and arguments we can G. I am ready for another discussion of all this G.”",frus1981-88v41/d88
19aa8bc1b709,1,frus1981-88v41,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P870060–2521. No classification marking. Drafted by Boyer on December 10; cleared by Vogelgesang and Kriebel.",frus1981-88v41/d22
7c4237af01c2,1,frus1981-88v41,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P870076–0719. Limited Official Use. A stamped notation on the memorandum indicates Wallis saw it. Drafted by Butcher and cleared in OES/E and OES/ENH. Copies were sent to Bailey, Johnson, and Long.",frus1981-88v41/d360
214eef071af2,1,frus1981-88v41,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P870092–0419. Limited Official Use. Drafted by Cooper and Perlow on May 20; cleared by Whitlock, Kendrew, Wolfe, Krosby, Colson, Verville, and McGovern; and approved by Thomas, Smith, and Sofaer.",frus1981-88v41/d328
d48f72898dcf,1,frus1981-88v41,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P870099–1749. Confidential. Copies were sent to Ridgway, Solomon, and Kampelman. A stamped notation on the memorandum indicates that Shultz saw it.",frus1981-88v41/d94
51bfd0e7ef02,1,frus1981-88v41,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P870100–0142. Secret. Drafted by Freeman on April 7; cleared by Stacy, Passage, Benedick, Rouse, and Walsh. A stamped notation on the document indicates Shultz saw it.",frus1981-88v41/d25
b0c40b9c546f,1,frus1981-88v41,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P870112–0964. Secret. Drafted by Galatz. Sent through Solomon. A stamped notation on the memorandum indicates that Shultz saw it.",frus1981-88v41/d95
b7f121f93f1e,1,frus1981-88v41,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P870119–1500. Limited Official Use. Drafted by Perlow on July 9; cleared by Cooper, Flournoy, Colson, Verville, Johnson, Kendrew, Krosby, and Maher; and approved by Wilkinson and Wolfe. A stamped notation on the memorandum indicates Shultz saw it. A typed notation at the top of the page reads “NOTE: Original letter given to EUR: BHartley for delivery. csolomon 7/14/87.”",frus1981-88v41/d332
508ffd5003bd,1,frus1981-88v41,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P880038–2176. Drafted by Schifter. Copies were sent to Armacost, Solomon, Ridgway, Kampelman, Abramowitz, and Simons. A stamped notation on the memorandum indicates that Shultz saw it.",frus1981-88v41/d99
2e22af2f05e9,1,frus1981-88v41,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P880041–2106. No classification marking. Levitsky sent the paper to Powell under a December 9 covering memorandum with the subject line: “Three-Year Plan for International Effort Against HIV Infection.”",frus1981-88v41/d37
3d2176a1bc8a,1,frus1981-88v13,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P880050–2070. Confidential; Nodis. Drafted by Bosworth; cleared by Michel. A stamped notation in the top right-hand corner of the memorandum indicates that Haig saw it.",frus1981-88v13/d172
20d960085f99,1,frus1981-88v13,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P880104–0638. Secret; Nodis. Drafted by Pendleton; cleared by Service, Michel, and Blackwill. Pendleton initialed for Enders, Service, and Michel.",frus1981-88v13/d51
564a60aab949,1,frus1981-88v13,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P880104–0653. Confidential; Nodis. Drafted by Service and Pendleton; cleared by Bosworth and M. Austin (PM/RSA). Service initialed for Enders. Pendleton initialed for Scanlan. Service also initialed for Bosworth and Austin. A stamped notation in the top right-hand corner of the memorandum indicates that Eagleburger saw it on April 12. He wrote in the upper right-hand corner: “JB[Buckley]—Per our telecon. LSE.” Below this notation, a second notation in an unknown hand reads: “OBE. See marginal notes.”",frus1981-88v13/d62
8fb8018d3e02,1,frus1981-88v13,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P880104–0667. Confidential; Nodis. Copies were sent to Bremer, Holmes, Enders, and Platt. A stamped notation on the first page indicates that Haig saw the memorandum.",frus1981-88v13/d61
a4257e89824a,1,frus1981-88v13,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P880104–0758. Secret; Immediate; Nodis. Sent for information Immediate to USDel Secretary. Drafted by E. Cummings (L/PM); cleared by R. Haas, Pendleton, and J. Earle (L/ARA); approved in S/S–O. A stamped notation at the top right-hand corner of the telegram indicates that Haig saw it. An additional notation in an unknown hand reads: “Sec. acted upon in Secto 24—hold off on grey areas.” Reference is presumably to telegram Secto 5024; see footnote 4 below.",frus1981-88v13/d84
80b934857c91,1,frus1981-88v13,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P880104–0970. Secret. Drafted by Jones and G. McCulloch (ARA/RPP); cleared by M. McLeod (L/OES), Alberti, J.P.A. Bernhardt (OES/OPA), D. Jones (FWG), Monroe, and McNutt. Jones initialed for all clearing officials; McCulloch did not initial. Haig initialed the upper right-hand corner of the first page and underneath this wrote “ agree. ”",frus1981-88v13/d118
a2c0512867a8,1,frus1981-88v13,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P880104–1014. Secret; Exdis. Drafted by Johnson; cleared by Thompson and Holmes. A stamped notation in the upper right-hand corner of the first page of the memorandum indicates that Haig saw it.",frus1981-88v13/d113
374e148606b1,1,frus1981-88v13,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P880104–1183. Secret; Nodis. Sent through Bosworth. Drafted by Johnson and Middendorf. On the first page of the memorandum, Middendorf wrote: “Larry—This is the memo I spoke to [you] about this morning. Bill.” Above this note, Bosworth wrote: “Larry, I am also cutting USOAS into the broader contingency paper which we will have for you by COB. Steve.”",frus1981-88v13/d133
b85ba244ea85,1,frus1981-88v13,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P880105–0941. Secret; Nodis. Drafted by T. Miller and M. Austin; cleared by Blackwill and T. Williams (INR). Blackwill initialed for Williams. Haig initialed the memorandum in the upper right-hand corner, indicating that he saw it. Haig also underlined numerous passages in the text of the memorandum. An attachment describing the Vulcan Aircraft is not printed.",frus1981-88v13/d156
547f7d793db8,1,frus1981-88v41,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P880109–1397. Confidential. Drafted by Schifter. Copies were sent to Kampelman, Ridgway, and Abramowitz. A stamped notation on the memorandum indicates Shultz saw it.",frus1981-88v41/d111
696ef33c9c02,1,frus1981-88v41,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P880121–0781. Secret; Sensitive. Cleared in IO, NEA, PM, INR, AF/I, ARA, S/P, L, EA/RA, EB, EUR/RPE, P, T, and E. “MAM” initialed for all parties clearing the memorandum. A stamped notation on the memorandum indicates Haig saw it.",frus1981-88v41/d137
6999b26f969d,1,frus1981-88v13,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P890076–1206. Secret; Sensitive. There is no indication that Haig saw the memorandum; a notation in an unknown hand in the bottom right-hand corner of the memorandum reads: “Received in S/S–I 4:45 on 6/28 by VH Dove.”",frus1981-88v13/d366
c756b855967b,1,frus1981-88v13,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P890076–1216. Secret.",frus1981-88v13/d369
79940769f9dc,1,frus1981-88v13,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P890116–0020. Secret; Exdis. Sent through Eagleburger. Drafted by N.S. Smith on October 27; cleared by M. Kozak. Neither Smith nor Kozak initialed the memorandum.",frus1981-88v13/d404
09e31af2131e,1,frus1981-88v13,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P890116–0107. Confidential; Exdis. Drafted by Thompson; cleared by Gompert, D. Toussaint (IO), Kirkpatrick, and M. Kozak (L). Thompson initialed for Toussaint, Kirkpatrick, and Kozak. He also initialed for Middendorf. A stamped notation at the top of the memorandum indicates that Shultz saw it.",frus1981-88v13/d412
